type;thematique_fr;thematique_en;title_fr;title_en;date_publication;date_mise_a_jour;lien;piece_jointe;sheet_index;row_index
archive;Coût du crédit aux entreprises (Archive);Coût du crédit aux entreprises (Archive);tmf_mens_france_fr_tauxdebiteur.csv;tmf_mens_france_fr_tauxdebiteur.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/b8242d67f0450fa076780c21b5534695;1;31
archive;Créances des établissements de crédit français vis-à-vis des administrations publiques des autres EMUM (Archive);Créances des établissements de crédit français vis-à-vis des administrations publiques des autres EMUM (Archive);tmf_trim_ifm_fr_crecapuemum.csv;tmf_trim_ifm_fr_crecapuemum.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/b6d3c8843ed0438d083fdeffe55a3299;1;32
archive;Créances des IFM françaises (hors Banque de France) par zones de résidence des contreparties et par devises (Archive);Créances des IFM françaises (hors Banque de France) par zones de résidence des contreparties et par devises (Archive);tmf_trim_ifm_fr_crdtifm_zres.csv;tmf_trim_ifm_fr_crdtifm_zres.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/dad8c87340205088641a7849d03a8969;1;37
archive;Crédit à la consommation (archive);Crédit à la consommation (archive);Credit_a_la_consommation_archive.csv;Credit_a_la_consommation_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/0c67cd3706c893e21fb48a42eb656686;1;44
archive;Crédits aux ménages;Crédits aux ménages;Credits_aux_menages.csv;Credits_aux_menages.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/495281d2b3802e65daac19bf16ec8d4e;1;52
archive;Crédits aux ménages;Crédits aux ménages;Credits_aux_menages.xml;Credits_aux_menages.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/3a7bffeab6bd931117496046a3c3ae2d;1;53
archive;Crédits aux sociétés financières;Crédits aux sociétés financières;Credits_aux_societes_financieres.csv;Credits_aux_societes_financieres.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/a7e06312c08ec428958fa9e1e525c587;1;54
archive;Crédits aux sociétés non financières (archive);Crédits aux sociétés non financières (archive);Credits_aux_societes_non_financieres_archive.csv;Credits_aux_societes_non_financieres_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/d390f4e116cacf89a8d071b996be5d53;1;56
archive;Crédits distribués aux agents résidents par les établissements de crédit  répartition par agent (Archive);Crédits distribués aux agents résidents par les établissements de crédit  répartition par agent (Archive);tmf_trim_detail_fr_crdtauxres.csv;tmf_trim_detail_fr_crdtauxres.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/6da6607a36de278de207275d90872d31;1;58
archive;Crédits distribués aux agents résidents par les établissements de crédit  répartition par objets (Archive);Crédits distribués aux agents résidents par les établissements de crédit  répartition par objets (Archive);tmf_trim_detail_fr_crdtentr_obj.csv;tmf_trim_detail_fr_crdtentr_obj.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/333fcc38ea271b68b56e39f9faacfdde;1;59
archive;Crédits immobiliers aux ménages & particuliers (archive);Crédits immobiliers aux ménages & particuliers (archive);Credits_immobiliers_aux_menages_et_particuliers_archive.csv;Credits_immobiliers_aux_menages_et_particuliers_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/e0000e162210021a76716490358b5c16;1;60
archive;Crédits immobiliers aux ménages & particuliers (archive);Crédits immobiliers aux ménages & particuliers (archive);Credits_immobiliers_aux_menages_et_particuliers_archive.xml;Credits_immobiliers_aux_menages_et_particuliers_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/2113a7b1678c9a6125c8a00f6e4ca628;1;61
archive;Dépôts à vue de la clientèle résidente auprès des établissements de crédit  total par agents (Archive);Dépôts à vue de la clientèle résidente auprès des établissements de crédit  total par agents (Archive);tmf_trim_detail_fr_davbancec.csv;tmf_trim_detail_fr_davbancec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/e4a4630386378d597fcacbce4c1705fb;1;64
archive;Dépôts à vue par agents (Archive);Dépôts à vue par agents (Archive);tmf_mens_france_fr_dav.csv;tmf_mens_france_fr_dav.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/00555ca2062b5707973647e72549dcf9;1;65
archive;Dépôts des administrations publiques;Dépôts des administrations publiques;Depots_des_administrations_publiques.csv;Depots_des_administrations_publiques.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/33b4d2d3e47aa9d600db60daa9ea37ad;1;68
archive;Dépôts des ménages;Dépôts des ménages;Depots_des_menages.xml;Depots_des_menages.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/a208b972f6b907f2611076c62d6f8bee;1;73
archive;Dépôts des résidents de la zone euro auprès des administrations centrales (Archive);Dépôts des résidents de la zone euro auprès des administrations centrales (Archive);tmf_mens_zeuro_fr_depreszeadm.csv;tmf_mens_zeuro_fr_depreszeadm.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/f75d3a6d04e3c98ea92c65aea86617ff;1;76
archive;Dépôts du secteur privé des autres EMUM auprès des établissements de crédit français (Archive);Dépôts du secteur privé des autres EMUM auprès des établissements de crédit français (Archive);tmf_trim_ifm_fr_dptspremumec.csv;tmf_trim_ifm_fr_dptspremumec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/fb66e3066afd56025e0b2fd53c9f948a;1;81
archive;DWA1 Europe hors France;DWA1 Europe outside France;DWA_hors_FR.zip;DWA_hors_FR.zip;2024-10-17;2024-10-18;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/277e174dd5a4a38f6133b40aae4ab91a;1;84
archive;Eléments non répartis du bilan des établissements de crédit français (Archive);Eléments non répartis du bilan des établissements de crédit français (Archive);tmf_trim_ifm_fr_eltnrepartec.csv;tmf_trim_ifm_fr_eltnrepartec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/299d087f84e6622c90208b52fe4aceaf;1;86
archive;Encours de crédit (archive);Encours de crédit (archive);Encours_de_credit_archive.xml;Encours_de_credit_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/eba16984ad1d210d286a20392a4b012b;1;88
archive;Enquêtes de Conjoncture nationale - Commerce de gros (archive);;Enquetes_de_Conjoncture_nationale-Commerce_de_gros_archive.csv;Enquetes_de_Conjoncture_nationale-Commerce_de_gros_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/91a83dc7f98ce18417f533cd8b688e4e;1;92
archive;Enquêtes de Conjoncture nationale - Commerce de gros (archive);Enquêtes de Conjoncture nationale - Commerce de gros (archive);Enquetes_de_Conjoncture_nationale-Commerce_de_gros_archive.xml;Enquetes_de_Conjoncture_nationale-Commerce_de_gros_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/e407f468e7163fa21b7bea8b3860ccf7;1;93
archive;Enquêtes de Conjoncture nationale - Construction (archive);Enquêtes de Conjoncture nationale - Construction (archive);Enquetes_de_Conjoncture_nationale-Construction_archive.csv;Enquetes_de_Conjoncture_nationale-Construction_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5b302314ebe14a9096e524525c1e89f5;1;94
archive;Enquêtes de Conjoncture nationale - Construction (archive);Enquêtes de Conjoncture nationale - Construction (archive);Enquetes_de_Conjoncture_nationale-Construction_archive.xml;Enquetes_de_Conjoncture_nationale-Construction_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/cbd8806615b439f5a2563e2b85676477;1;95
archive;Euribor (Archive);Euribor (Archive);Euribor_Archive.csv;Euribor_Archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/6ae749f841fa3e76c15846ce93c77a07;1;96
archive;FAQ;FAQ;240611_FAQ_Webstat_pour_ODS_VE.pdf;240611_FAQ_Webstat_pour_ODS_VE.pdf;2024-07-02;2024-07-02;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/8689b0e0fdc5d1aac6ab6c58eec90e4b;1;97
archive;FAQ;FAQ;240611_FAQ_Webstat_pour_ODS_VF.pdf;240611_FAQ_Webstat_pour_ODS_VF.pdf;2024-07-02;2024-07-02;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/899b4406c76a3e1136110a135b325c92;1;98
archive;FAQ;FAQ;schema_json_observations.json;schema_json_observations.json;2024-09-12;2024-09-12;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/f6db15d63948a6f28e8129ccd26c8492;1;99
archive;Placements à terme et assimilés auprès des établissements de crédit  ensemble (Archive);Placements à terme et assimilés auprès des établissements de crédit  ensemble (Archive);tmf_trim_detail_fr_pat_assimec.csv;tmf_trim_detail_fr_pat_assimec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/ff70fa2c563fbae2a27490b52690a08c;1;109
archive;Placements à terme et assimilés auprès des établissements de crédit  répartition par agents (Archive);Placements à terme et assimilés auprès des établissements de crédit  répartition par agents (Archive);tmf_trim_detail_fr_patec_agt.csv;tmf_trim_detail_fr_patec_agt.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/df97b6b080c2838a2c2b88330363d223;1;110
archive;Rémunération des dépôts et coût du crédit (nouvelles séries) (Archive);Rémunération des dépôts et coût du crédit (nouvelles séries) (Archive);tmf_mens_france_fr_frredepctcdt.csv;tmf_mens_france_fr_frredepctcdt.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/b5a2fc44360054ad355b0eb3103e073c;1;116
archive;Seuil de l'usure (archive);Seuil de l'usure (archive);Seuil_de_l_usure_archive.csv;Seuil_de_l_usure_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/1de890f60a5f5c243456467e5d879922;1;117
archive;Situation mensuelle de la Banque de France (archive);Situation mensuelle de la Banque de France (archive);Situation_mensuelle_de_la_Banque_de_France_archive.xml;Situation_mensuelle_de_la_Banque_de_France_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/332b8198c7c4ba3828558aab3bea9661;1;120
archive;Taux créditeurs (Archive);Taux créditeurs (Archive);tmf_mens_france_fr_txcrediteurs.csv;tmf_mens_france_fr_txcrediteurs.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/7aaa87432df81a303a6f291d1de20844;1;122
archive;Taux de rémunération annuelle (archive);Taux de rémunération annuelle (archive);Taux_de_remuneration_annuelle_archive.csv;Taux_de_remuneration_annuelle_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/f605cd790e2dfa37f2b120f391cff569;1;124
archive;Taux d'escompte historique - 1800 à 1990;Taux d'escompte historique - 1800 à 1990;Taux_escompte.pdf;Taux_escompte.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/6818bc05d2cbb3c6d5db9de1cf5f617f;1;127
archive;Taux d'intérêt annuel des découverts (archive);Taux d'intérêt annuel des découverts (archive);Taux_d_interet_annuel_des_decouverts_archive.xml;Taux_d_interet_annuel_des_decouverts_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/3de8728caeff429ce89a74e8406c2eb4;1;129
archive;Taux d'intérêt de marché (archive);Taux d'intérêt de marché (archive);Taux_d_interet_de_marche_archive.csv;Taux_d_interet_de_marche_archive.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/41a145e7f9db2175e0be9294f2fbf915;1;130
archive;Taux d'intérêt de marché (archive);Taux d'intérêt de marché (archive);Taux_d_interet_de_marche_archive.xml;Taux_d_interet_de_marche_archive.xml;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5374ef48f889613ecebe2e679ebfb771;1;131
archive;Taux historique du Franc CFA;Taux historique du Franc CFA;Franc_CFA.pdf;Franc_CFA.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/8d39b3ec2cdd5733dd198516131b7df9;1;136
archive;Taux marchés monétaires historique LIBOR annuel - USD;Taux marchés monétaires historique LIBOR annuel - USD;Libor_annuel_USD.pdf;Libor_annuel_USD.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/af784a90326e947b5866c7a79dd46e92;1;143
archive;Taux marchés monétaires historique LIBOR mensuel historique - USD;Taux marchés monétaires historique LIBOR mensuel historique - USD;Libor_mensuel_USD.pdf;Libor_mensuel_USD.pdf;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/4e8bad52f5fc2eb0b57b269c96e54386;1;145
archive;Zone euro - M3 et ses contreparties (Archive);Zone euro - M3 et ses contreparties (Archive);tmf_mens_zeuro_fr_agregmon.csv;tmf_mens_zeuro_fr_agregmon.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/223ada60894c3263c27d1748043947ca;1;150
rapport;Le tableau de la balance des paiements;The Balance of Payments Table;Tableau de la balance des paiements de la France;Balance of payments table for France;2024-08-13;2024-10-25;/fr/pages/balance-des-paiements/;;1;151
rapport;Comptes Nationaux Financiers;National Financial Accounts;Comptes nationaux financiers annuels (base 2020);Annual national financial accounts (2020 base);2024-10-18;2024-10-25;/explore/dataset/tableaux_rapports_preetablis/files/4269058eede26bff187785db1df8c245/download/;;1;154
rapport;Balance des paiements > Balance des paiements et position extérieure;Balance of payments > Balance of payments and external position;Investissements directs (flux trimestriels);Direct investments (quarterly flows);2024-10-24;2024-10-24;/fr/selection/5390007;;1;157
rapport;Chiffres-clefs > Enquêtes de conjoncture;Key figures > Business surveys;Stat info Enquête trimestrielle auprès des entreprises sur leur accès au crédit en France;Stat info Quarterly survey of companies on their access to credit in France;2024-10-24;2024-10-24;/fr/selection/5384547;;1;165
rapport;Chiffres-clefs > Enquêtes de conjoncture > Commerce de gros, Travaux publics;Key figures > Business surveys > Wholesale trade, Public works;Conjoncture Travaux publics;Economic situation Public works;2024-10-24;2024-10-24;/fr/selection/5390005;;1;167
rapport;Chiffres-clefs > Enquêtes de conjoncture > Industrie, Services et Bâtiment;Key figures > Business surveys > Industry, Services and Construction;Conjoncture Bâtiment;Economic situation Construction;2024-10-24;2024-10-24;/fr/selection/5390003;;1;168
rapport;Chiffres-clefs > Enquêtes de conjoncture > Industrie, Services et Bâtiment;Key figures > Business surveys > Industry, Services and Construction;Conjoncture Industrie;Economic situation Industry;2024-10-24;2024-10-24;/fr/selection/5390002;;1;169
rapport;Crédit > Crédit;Credit > Credit;Crédits bancaires dans les régions françaises;Bank credits in the French regions;2024-10-24;2024-10-24;/fr/selection/5384937;;1;176
rapport;Crédit > Crédit;Credit > Credit;Stat info Crédits par taille d'entreprises;Stat info Credits by company size;2024-10-24;2024-10-24;/fr/selection/5384952;;1;182
rapport;Crédit > Crédit > Régions;Credit > Credit > Regions;Corse;Corsica;2024-10-24;2024-10-24;/fr/selection/5385808;;1;192
rapport;Crédit > Endettement et titres;Credit > Debt and securities;Conservation de titres;Holding of securities;2024-10-24;2024-10-24;/fr/selection/5384942;;1;201
rapport;Crédit > Endettement et titres;Credit > Debt and securities;Stat info Endettement des agents non financiers en France;Stat info Debt of non-financial agents in France;2024-10-24;2024-10-24;/fr/selection/5384336;;1;203
rapport;Entreprises;Companies;Bilans des entreprises;Company balance sheets;2024-10-24;2024-10-24;/fr/selection/5390011;;1;206
rapport;Entreprises;Companies;Délais de paiement;Payment periods;2024-10-24;2024-10-24;/fr/selection/5390010;;1;208
rapport;Epargne > Comptes distributionnels du patrimoine des ménages > séries FR publiques;Savings > Distributional accounts of household wealth > FR series public;Comptes distributionnels du patrimoine des ménages;Distributional accounts of household wealth;2024-10-24;2024-10-24;/fr/selection/5386077;;1;211
rapport;Epargne > Comptes nationaux financiers;Savings > National financial accounts;Stat info Comptes financiers des agents non financiers;Stat info Financial accounts of non-financial agents;2024-10-24;2024-10-24;/fr/selection/5384415;;1;212
rapport;Epargne > Dépôts > Régions;Savings > Deposits > Regions;Région Bourgogne Franche Comté;Bourgogne Franche Comté region;2024-10-24;2024-10-24;/fr/selection/5385819;;1;214
rapport;Epargne > Dépôts > Régions;Savings > Deposits > Regions;Région Grand Est;Grand Est region;2024-10-24;2024-10-24;/fr/selection/5385824;;1;218
rapport;Epargne > Dépôts > Régions;Savings > Deposits > Regions;Région Hauts de France;Hauts de France region;2024-10-24;2024-10-24;/fr/selection/5385823;;1;219
rapport;Epargne > Dépôts > Régions;Savings > Deposits > Regions;Région Nouvelle Aquitaine;New Aquitaine Region;2024-10-24;2024-10-24;/fr/selection/5385827;;1;222
rapport;Epargne > Dépôts > Régions;Savings > Deposits > Regions;Région Occitanie;Occitanie Region;2024-10-24;2024-10-24;/fr/selection/5385828;;1;223
rapport;Epargne > Epargne dans les banques;Savings > Savings in banks;Stat info Taux de rémunération des dépôts bancaires;Stat info Rates of remuneration of bank deposits;2024-10-24;2024-10-24;/fr/selection/5384346;;1;226
rapport;Epargne > OPC;Savings > OPC;Stat info Panorama financier des OPC;Stat info Financial panorama of mutual funds;2024-10-24;2024-10-24;/fr/selection/5384950;;1;228
rapport;Epargne > OPC;Savings > OPC;Stat info Performance des OPC;Stat info Performance of mutual funds;2024-10-24;2024-10-24;/fr/selection/5384949;;1;229
rapport;Monnaie > Dépôts;Currency > Deposits;Dépôts à vue dans les régions françaises;Demand deposits in the French regions;2024-10-24;2024-10-24;/fr/selection/5384938;;1;230
rapport;Monnaie > Statistiques monétaires > France;Currency > Monetary statistics > France;Situation mensuelle de la Banque de France;Monthly situation of the Banque de France;2024-10-24;2024-10-24;/fr/selection/5385726;;1;232
rapport;Monnaie > Statistiques monétaires > Zone euro;Currency > Monetary statistics > Eurozone;Bilan agrégé de l'Eurosystème;Aggregated balance sheet of the Eurosystem;2024-10-24;2024-10-24;/fr/selection/5385724;;1;233
rapport;SDDS Plus > Indicateurs externes;SDDS Plus > External indicators;Avoirs de réserves;Reserve assets;2024-10-24;2024-10-24;/fr/selection/5384899;;1;235
rapport;SDDS Plus > Secteur public;SDDS Plus > Public sector;Dette totale brute des APU;Total gross debt of APU;2024-10-24;2024-10-24;/fr/selection/5384930;;1;244
rapport;SDDS Plus > Secteur public;SDDS Plus > Public sector;Indice des marchés actions;Stock market index;2024-10-24;2024-10-24;/fr/selection/5384896;;1;246
rapport;SDDS Plus > Secteur public;SDDS Plus > Public sector;Titres de dette;Debt securities;2024-10-24;2024-10-24;/fr/selection/5384894;;1;249
rapport;Taux et cours;Rates and prices;Taux directeurs;Key rates;2024-10-24;2024-10-24;/fr/selection/5385563;;1;252
rapport;Taux et cours > Taux de change;Rates and prices > Exchange rates;Parités moyenne mensuelle;Monthly average parities;2024-10-24;2024-10-24;/fr/selection/5385700;;1;255
rapport;Taux et cours > Taux de référence;Rates and prices > Reference rates;Taux d'intérêt d'avances sur titres;Interest rates on advances on securities;2024-10-24;2024-10-24;/fr/selection/5390006;;1;257
rapport;Taux et cours > Taux d'intérêt de marché;Rates and prices > Market interest rates;Taux actuariel des bons du Trésor et OAT;Actuarial rate of Treasury bonds and OATs;2024-10-24;2024-10-24;/fr/selection/5385691;;1;258
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes nationaux financiers annuels (base 2020);Annual national financial accounts (2020 base);2024-10-18;2024-10-24;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/4269058eede26bff187785db1df8c245;1;1
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes financiers trimestriels des ANF jusque T3 2017 en ESAIEA (CSV);Quarterly financial accounts of ANFs up to Q3 2017 in ESAIEA (CSV);2024-07-11;2024-11-06;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/7e98e8a05bd914b95f87eef0271e48f3;1;3
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes nationaux financiers trimestriels (base 2014);Quarterly national financial accounts (2014 base);2024-11-06;2024-11-06;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/933452f42f7e02b14f4d85cbbe26e16e;1;6
archive;Comptes Nationaux Financiers;National Financial Accounts;Comptes nationaux financiers annuels (base 2000);Annual national financial accounts (base 2000);2024-07-11;2024-11-06;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5f716346903f94369b421f70fe7936f8;1;11
archive;ACPR;ACPR;ACPR_historique_series_5390016.xlsx;ACPR_historique_series_5390016.xlsx;2024-11-26;2024-11-26;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/37bd21ec59b2ac7da250ecd0d59e901f;1;13
archive;Balance des paiements 5e manuel - Position extérieure (archive);Balance des paiements 5e manuel - Position extérieure (archive);Balance_des_paiements_5e_manuel_-_Position_exterieure.csv;Balance_des_paiements_5e_manuel_-_Position_exterieure.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/c7f5c3010ca748525f6efeb0652b1fdb;1;20
archive;Bilan des établissements de crédit et des OPC monétaires (séries arrêtées);Bilan des établissements de crédit et des OPC monétaires (séries arrêtées);Bilan_des_etablissements_de_credit_et_des_OPC_monetaires_series_arretees.csv;Bilan_des_etablissements_de_credit_et_des_OPC_monetaires_series_arretees.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/211b471bbf7eac2c9be0a9727392c157;1;22
archive;CDIS Investissements directs;CDIS Direct Investments;CDIS_historique_series_5390018.xlsx;CDIS_historique_series_5390018.xlsx;2024-12-11;2024-12-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/ee77c88c2c84824fa51c6572b091d115;1;26
archive;Comptes sur livrets (Archive);Comptes sur livrets (Archive);tmf_mens_france_fr_cpteslivret.csv;tmf_mens_france_fr_cpteslivret.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/8f0f4ef1438d8a960b6fa4c0c8f5319f;1;28
archive;Créances des établissements de crédit français vis-à-vis des ménages et assimilés des autres EMUM (Archive);Créances des établissements de crédit français vis-à-vis des ménages et assimilés des autres EMUM (Archive);tmf_trim_ifm_fr_crecmng_emum.csv;tmf_trim_ifm_fr_crecmng_emum.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/f8141fc7e05e13655fe007f2a7eb3c67;1;33
archive;Créances des établissements de crédit français vis-à-vis du secteur privé des autres EMUM (Archive);Créances des établissements de crédit français vis-à-vis du secteur privé des autres EMUM (Archive);tmf_trim_ifm_fr_crecspr_emum.csv;tmf_trim_ifm_fr_crecspr_emum.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/b0a46a9cd3d1875433d333c41a552ea1;1;35
archive;Créances douteuses des établissements de crédit (Archive);Créances douteuses des établissements de crédit (Archive);tmf_trim_detail_fr_creadoutec.csv;tmf_trim_detail_fr_creadoutec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/31f5584ff1e31732dba7627d58c9f1f6;1;38
archive;Créances et engagements des établissements de crédit français vis-à-vis des non-résidents (hors zone euro) (Archive);Créances et engagements des établissements de crédit français vis-à-vis des non-résidents (hors zone euro) (Archive);tmf_trim_ifm_fr_crengecfnr.csv;tmf_trim_ifm_fr_crengecfnr.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/7d8b92c412d61845f698d2c66b292094;1;40
archive;Créances et engagements des IFM françaises (hors Banque de France) - Hors Union européenne (Archive);Créances et engagements des IFM françaises (hors Banque de France) - Hors Union européenne (Archive);tmf_trim_ifm_fr_crengifmhue.csv;tmf_trim_ifm_fr_crengifmhue.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/a57faeeba6d0d0c493bf03a005cb579b;1;41
archive;Créances et engagements des IFM françaises (hors Banque de France) par pays de résidence des contreparties - Union européenne hors zone euro (Archive);Créances et engagements des IFM françaises (hors Banque de France) par pays de résidence des contreparties - Union européenne hors zone euro (Archive);tmf_trim_ifm_fr_crengifmhze.csv;tmf_trim_ifm_fr_crengifmhze.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/5ff37d7abadf6f88b924dd171479c7bb;1;42
archive;Crédits (Archive);Crédits (Archive);tmf_mens_france_fr_creditresec.csv;tmf_mens_france_fr_creditresec.csv;2024-07-11;2024-07-11;;https://webstat.banque-france.fr/api/explore/v2.1/catalog/datasets/tableaux_rapports_preetablis/files/c8887b896f5ac196a01e9f995c7c193e;1;47
